action,observation.state,timestamp,frame_index,episode_index,index,task_index
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.0521096e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -2.9736018e-01
  2.0250630e+00  1.6653315e+00 -4.9572748e-01  4.6101320e-01
  2.9850462e-01 -1.6689301e-06  0.0000000e+00 -0.0000000e+00]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.0978866e-01
 -2.0981156e-03 -2.4795909e-03  1.5832484e-06 -2.7561608e-01
  2.0037003e+00  1.6481651e+00 -4.8390174e-01  4.5185778e-01
  2.8667888e-01  8.2589686e-06  4.7514506e-04 -1.9457593e-04
  8.1901503e-04  0.0000000e+00 -0.0000000e+00]",2.16,108,0,108,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9796292e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -3.1414512e-01
  2.0349813e+00  1.6668574e+00 -5.0030518e-01  4.5796138e-01
  3.0422676e-01 -3.1709671e-05 -4.4610648e-04  2.2877257e-03]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.0444802e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -2.9011217e-01
  2.0204852e+00  1.6638056e+00 -4.9153125e-01  4.5490959e-01
  2.9049364e-01  1.8272549e-05  5.2176311e-04 -1.9453214e-04
  1.0832474e-03 -4.4610648e-04  2.2877257e-03]",2.18,109,0,109,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9796292e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -3.2330054e-01
  2.0498588e+00  1.6714351e+00 -5.0106812e-01  4.5719844e-01
  3.0651560e-01 -1.1682510e-05 -2.6766388e-03 -9.1509009e-03]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.0330355e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.0537117e-01
  2.0284963e+00  1.6664759e+00 -4.9000534e-01  4.5605400e-01
  2.9163805e-01  1.1596829e-05  4.3098052e-04 -1.9463238e-04
  1.0706650e-03 -2.6766388e-03 -9.1509009e-03]",2.2,110,0,110,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9567404e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -3.3054855e-01
  2.0536735e+00  1.6741054e+00 -5.0679028e-01  4.5490959e-01
  3.0727854e-01 -1.6689301e-06  4.4610649e-03 -1.3726354e-02]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  5.9681851e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -3.1071183e-01
  2.0357442e+00  1.6657130e+00 -4.9839780e-01  4.5452812e-01
  2.9430839e-01  8.2589686e-06  4.6042353e-04 -1.9461085e-04
  7.9385022e-04  4.4610649e-03 -1.3726354e-02]",2.22,111,0,111,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9224081e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -3.4428167e-01
  2.0601587e+00  1.6775388e+00 -5.1937896e-01  4.5338368e-01
  3.0804151e-01 -3.5047531e-05 -1.7844259e-03  9.1509027e-03]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  5.9376669e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.2406348e-01
  2.0468071e+00  1.6729610e+00 -5.0679028e-01  4.5376515e-01
  2.9850462e-01  1.8272549e-05  5.1930954e-04 -1.9456951e-04
  5.9253036e-04 -1.7844259e-03  9.1509027e-03]",2.24,112,0,112,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9262228e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -3.5038528e-01
  2.0773251e+00  1.6779202e+00 -5.1709008e-01  4.5376515e-01
  3.0880445e-01 -1.1682510e-05 -2.2305325e-03 -2.2877252e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.9300375e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.3779660e-01
  2.0551996e+00  1.6767758e+00 -4.9839780e-01  4.5414665e-01
  2.9926756e-01  1.1596829e-05  4.0399106e-04 -1.9466091e-04
  8.5676264e-04 -2.2305325e-03 -2.2877252e-03]",2.26,113,0,113,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9643704e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -3.5915923e-01
  2.0864806e+00  1.6775388e+00 -5.2243078e-01  4.5338368e-01
  3.0804151e-01 -5.0067902e-06  3.5688519e-03  0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  5.8995193e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.4313726e-01
  2.0674067e+00  1.6756313e+00 -5.1441979e-01  4.4880599e-01
  3.0041200e-01  8.2589686e-06  4.1625899e-04 -1.9465011e-04
  8.6934515e-04  3.5688519e-03  0.0000000e+00]",2.28,114,0,114,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9452963e-01
  1.9073777e-04  5.7221332e-04 -6.9286674e-05 -3.6335546e-01
  2.0902953e+00  1.6775388e+00 -5.2777141e-01  4.5338368e-01
  3.0842298e-01 -3.5047531e-05  2.2305325e-03 -6.8631768e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.8995193e-01
 -2.0981156e-03 -2.4795909e-03  1.5832484e-06 -3.4847790e-01
  2.0719845e+00  1.6748683e+00 -5.2777141e-01  4.4995040e-01
  3.0079347e-01  1.8272549e-05  4.7269143e-04 -1.9460217e-04
  8.0643268e-04  2.2305325e-03 -6.8631768e-03]",2.3,115,0,115,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9338522e-01
  1.9073777e-04  5.7221332e-04 -6.9286674e-05 -3.7212941e-01
  2.1009765e+00  1.6756313e+00 -5.3692681e-01  4.5338368e-01
  3.1109330e-01 -1.8358231e-05 -1.7844259e-03  9.1509027e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.8995193e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.5801479e-01
  2.0857174e+00  1.6794461e+00 -5.1861602e-01  4.4956893e-01
  3.0193791e-01  8.2589686e-06  4.7514503e-04 -1.9460042e-04
  8.1901520e-04 -1.7844259e-03  9.1509027e-03]",2.32,116,0,116,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9414816e-01
  1.9073777e-04  5.7221332e-04 -6.9286674e-05 -3.7479973e-01
  2.1128023e+00  1.6756313e+00 -5.3654534e-01  4.5376515e-01
  3.1147477e-01 -1.6689301e-06 -2.6766388e-03 -4.5754514e-03]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  5.9071487e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -3.6144808e-01
  2.0910583e+00  1.6790646e+00 -5.1861602e-01  4.4995040e-01
  3.0193791e-01  8.2589686e-06  4.2116619e-04 -1.9464927e-04
  9.4484008e-04 -2.6766388e-03 -4.5754514e-03]",2.34,117,0,117,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9605557e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -3.8319218e-01
  2.1227207e+00  1.6756313e+00 -5.4531932e-01  4.5338368e-01
  3.1071183e-01 -3.5047531e-05  4.9071712e-03 -2.2877259e-03]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  5.8995193e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.6984053e-01
  2.1044099e+00  1.6737239e+00 -5.4112309e-01  4.4728008e-01
  3.0308232e-01  2.1610409e-05  5.1194883e-04 -1.9456563e-04
  9.5742254e-04  4.9071712e-03 -2.2877259e-03]",2.36,118,0,118,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.8957046e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -3.9158463e-01
  2.1482794e+00  1.6756313e+00 -5.4951555e-01  4.5338368e-01
  3.1147477e-01  1.6689301e-06 -5.7993839e-03  2.2877259e-03]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  5.9147781e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.7975889e-01
  2.1189060e+00  1.6775388e+00 -5.3730834e-01  4.4918746e-01
  3.0537117e-01  4.9211085e-06  4.5306279e-04 -1.9461212e-04
  8.8192761e-04 -5.7993839e-03  2.2877259e-03]",2.38,119,0,119,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9605557e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -3.9501792e-01
  2.1589608e+00  1.6771573e+00 -5.5065995e-01  4.5300221e-01
  3.1071183e-01 -8.3446503e-06  8.9221296e-04  4.5754514e-03]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  5.9071487e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.8281071e-01
  2.1288242e+00  1.6760129e+00 -5.3692681e-01  4.4766155e-01
  3.0537117e-01  4.9211085e-06  3.8681601e-04 -1.9467216e-04
  9.7000506e-04  8.9221296e-04  4.5754514e-03]",2.4,120,0,120,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9452963e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -3.9806974e-01
  2.1662090e+00  1.6771573e+00 -5.5409324e-01  4.5109484e-01
  3.1071183e-01 -3.5047531e-05  4.9071712e-03  2.2877259e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.8918899e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.8700694e-01
  2.1372168e+00  1.6733425e+00 -5.4608226e-01  4.4956893e-01
  3.0575266e-01  1.8272549e-05  4.6287713e-04 -1.9459528e-04
  1.0329175e-03  4.9071712e-03  2.2877259e-03]",2.42,121,0,121,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9109634e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -4.0455481e-01
  2.1910048e+00  1.6779202e+00 -5.5180436e-01  4.4956893e-01
  3.0727854e-01  1.6689301e-06 -4.4610648e-04 -2.2877257e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.9033340e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.9387351e-01
  2.1562905e+00  1.6798276e+00 -5.5142289e-01  4.4804302e-01
  3.0575266e-01  8.2589686e-06  4.8741291e-04 -1.9456549e-04
  8.3159766e-04 -4.4610648e-04 -2.2877257e-03]",2.44,122,0,122,0
"[ 5.7221332e-04  1.0469596e+00  5.2281225e-01  5.9071487e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -4.0913251e-01
  2.2119861e+00  1.6798276e+00 -5.5218583e-01  4.4804302e-01
  3.0766004e-01 -3.1709671e-05 -1.3383194e-03 -2.2877257e-03]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  5.9033340e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.0035859e-01
  2.1772716e+00  1.6775388e+00 -5.3768981e-01  4.4842452e-01
  3.0575266e-01  1.1596829e-05  4.3343406e-04 -1.9461622e-04
  1.0329175e-03 -1.3383194e-03 -2.2877257e-03]",2.46,123,0,123,0
"[ 5.7221332e-04  1.0469596e+00  5.2281225e-01  5.9109634e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -4.1561761e-01
  2.2245746e+00  1.6821164e+00 -5.5333030e-01  4.4537270e-01
  3.1452659e-01 -2.8371811e-05  2.2305325e-03 -6.8631768e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.8957046e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.0455481e-01
  2.1929121e+00  1.6760129e+00 -5.5867094e-01  4.4270238e-01
  3.0498970e-01  1.8272549e-05  4.3343403e-04 -1.9461689e-04
  9.5742260e-04  2.2305325e-03 -6.8631768e-03]",2.48,124,0,124,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.9071487e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -4.1905090e-01
  2.2371633e+00  1.6821164e+00 -5.5104142e-01  4.4270238e-01
  3.1757841e-01 -1.1682510e-05  2.2305322e-03 -1.1438628e-02]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  5.8766305e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.0722513e-01
  2.2047379e+00  1.6760129e+00 -5.6248569e-01  4.4460976e-01
  3.0498970e-01  1.1596829e-05  4.7759857e-04 -1.9457878e-04
  7.5610273e-04  2.2305322e-03 -1.1438628e-02]",2.5,125,0,125,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.8651865e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -4.2668039e-01
  2.2581446e+00  1.6859312e+00 -5.4760814e-01  4.3888763e-01
  3.2749677e-01 -1.1682510e-05 -8.9221296e-04  4.5754514e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  5.8766305e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -4.1332877e-01
  2.2249560e+00  1.6817349e+00 -5.4531932e-01  4.4155794e-01
  3.0727854e-01  1.4934689e-05  4.8986654e-04 -1.9456977e-04
  6.9319026e-04 -8.9221296e-04  4.5754514e-03]",2.52,126,0,126,0
"[ 9.53688868e-04  1.04695964e+00  5.22812247e-01  5.86137176e-01
  5.72213321e-04  5.72213321e-04 -6.92866743e-05 -4.42702383e-01
  2.28599215e+00  1.69623101e+00 -5.49515545e-01  4.26680386e-01
  3.37033659e-01 -1.50203705e-05  3.12274531e-03 -2.28772592e-03]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  5.8346683e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.2248416e-01
  2.2524223e+00  1.6828793e+00 -5.5142289e-01  4.3545434e-01
  3.1795987e-01  1.1596829e-05  4.4324840e-04 -1.9460704e-04
  1.0077525e-03  3.1227453e-03 -2.2877259e-03]",2.54,127,0,127,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.8308536e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -4.6330205e-01
  2.3157473e+00  1.7130159e+00 -5.4989702e-01  4.2629892e-01
  3.6411840e-01 -3.5047531e-05  0.0000000e+00  4.5754514e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  5.8308536e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.3774319e-01
  2.2802701e+00  1.6950866e+00 -5.4951555e-01  4.2095828e-01
  3.2673380e-01  1.1596829e-05  4.8005220e-04 -1.9456529e-04
  8.6934509e-04  0.0000000e+00  4.5754514e-03]",2.56,128,0,128,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.8232242e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -4.7245747e-01
  2.3249028e+00  1.7214084e+00 -5.5104142e-01  4.2515451e-01
  3.7365529e-01 -2.5033951e-05  0.0000000e+00  9.1509027e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  5.8155948e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.4689861e-01
  2.2905700e+00  1.6989013e+00 -5.4570079e-01  4.2210269e-01
  3.3169299e-01  8.2589686e-06  5.0458801e-04 -1.9454231e-04
  1.0203350e-03  0.0000000e+00  9.1509027e-03]",2.58,129,0,129,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.7812619e-01
  5.7221332e-04  1.9073777e-04 -6.9286674e-05 -4.9153125e-01
  2.3466468e+00  1.7408637e+00 -5.5218583e-01  4.2286566e-01
  3.9539939e-01 -1.1682510e-05  3.1227453e-03 -2.2877259e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  5.8194095e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.6292058e-01
  2.3157473e+00  1.7160678e+00 -5.5142289e-01  4.1561761e-01
  3.5839626e-01  1.1596829e-05  4.6778424e-04 -1.9458478e-04
  9.8258746e-04  3.1227453e-03 -2.2877259e-03]",2.6,130,0,130,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.7354850e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -5.0106812e-01
  2.3569467e+00  1.7538338e+00 -5.5294883e-01  4.1103989e-01
  4.0150303e-01 -3.5047531e-05 -1.7844259e-03  0.0000000e+00]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.7812619e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -4.7360188e-01
  2.3256657e+00  1.7248417e+00 -5.4798961e-01  4.2172122e-01
  3.6793315e-01  1.8272549e-05  4.8495931e-04 -1.9456797e-04
  1.0203350e-03 -1.7844259e-03  0.0000000e+00]",2.62,131,0,131,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.6973374e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.1480126e-01
  2.3706799e+00  1.7736706e+00 -5.5676359e-01  3.9845121e-01
  4.0188450e-01 -1.1682510e-05 -4.4610648e-04 -2.2877257e-03]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  5.7583731e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.9114975e-01
  2.3466468e+00  1.7416266e+00 -5.5104142e-01  4.0913251e-01
  3.8548103e-01  1.1596829e-05  3.8436233e-04 -1.9465284e-04
  6.0511281e-04 -4.4610648e-04 -2.2877257e-03]",2.64,132,0,132,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.6973374e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -5.2128631e-01
  2.3809795e+00  1.7835889e+00 -5.5905241e-01  3.9196613e-01
  4.0417334e-01 -8.3446503e-06  3.5688519e-03  0.0000000e+00]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  5.7164109e-01
 -2.0981156e-03 -2.4795909e-03  1.5832484e-06 -4.9877927e-01
  2.3554208e+00  1.7511635e+00 -5.5256730e-01  4.0493628e-01
  3.9158463e-01  8.2589686e-06  4.3098044e-04 -1.9462523e-04
  5.9253030e-04  3.5688519e-03  0.0000000e+00]",2.66,133,0,133,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.6630045e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -5.3120470e-01
  2.3958571e+00  1.8018998e+00 -5.6591898e-01  3.7289235e-01
  4.0455481e-01 -3.1709671e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  5.6858933e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.1403832e-01
  2.3737316e+00  1.7729076e+00 -5.5561912e-01  3.9768827e-01
  3.9539939e-01  1.8272549e-05  4.8005214e-04 -1.9459616e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",2.68,134,0,134,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.6591898e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.3807127e-01
  2.4153125e+00  1.8217365e+00 -5.7545584e-01  3.4390020e-01
  4.0417334e-01 -1.6689301e-06  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  5.6630045e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.2777141e-01
  2.3905165e+00  1.7965591e+00 -5.6324863e-01  3.7823302e-01
  3.9654383e-01  8.2589686e-06  4.8005214e-04 -1.9459616e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",2.7,135,0,135,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.6630045e-01
  1.9073777e-04  5.7221332e-04 -6.9286674e-05 -5.3959715e-01
  2.4244678e+00  1.8278401e+00 -5.8003354e-01  3.4008545e-01
  4.0417334e-01 -3.5047531e-05  0.0000000e+00 -0.0000000e+00]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.6630045e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.3311205e-01
  2.4004350e+00  1.8057145e+00 -5.6286716e-01  3.6984053e-01
  3.9654383e-01  1.4934689e-05  4.8005214e-04 -1.9459616e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",2.72,136,0,136,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.6668192e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.3997862e-01
  2.4401083e+00  1.8389028e+00 -5.8690012e-01  3.3932251e-01
  4.0035859e-01 -1.1682510e-05  0.0000000e+00 -0.0000000e+00]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  5.6553751e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -5.3883421e-01
  2.4164569e+00  1.8263142e+00 -5.7431144e-01  3.4466314e-01
  3.9692530e-01  8.2589686e-06  4.4570194e-04 -1.9461347e-04
  4.1637541e-04  0.0000000e+00 -0.0000000e+00]",2.74,137,0,137,0
"[ 5.7221332e-04  1.0469596e+00  5.2243078e-01  5.6553751e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -5.4036009e-01
  2.4515526e+00  1.8453879e+00 -5.9376669e-01  3.1605250e-01
  3.6907759e-01 -1.8358231e-05 -3.5688519e-03  0.0000000e+00]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  5.6477457e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.3921568e-01
  2.4320974e+00  1.8335623e+00 -5.7545584e-01  3.4199283e-01
  3.9654383e-01  1.4934689e-05  4.0644457e-04 -1.9463369e-04
  5.1703531e-04 -3.5688519e-03  0.0000000e+00]",2.76,138,0,138,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.6782633e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.4036009e-01
  2.4515526e+00  1.8457694e+00 -5.9567404e-01  2.9240102e-01
  3.5229266e-01 -2.5033951e-05  1.7844259e-03 -4.5754509e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.6439304e-01
 -2.0981156e-03 -2.4795909e-03  1.5832484e-06 -5.3921568e-01
  2.4385824e+00  1.8373770e+00 -5.8537424e-01  3.3703366e-01
  3.9501792e-01  2.1610409e-05  4.0153740e-04 -1.9463775e-04
  4.1637538e-04  1.7844259e-03 -4.5754509e-03]",2.78,139,0,139,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.6591898e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -5.4112309e-01
  2.4515526e+00  1.8442435e+00 -5.9491110e-01  2.7523461e-01
  3.2825971e-01  1.6689301e-06  1.7844259e-03  9.1509027e-03]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  5.6401157e-01
 -2.0981156e-03 -2.4795909e-03  1.5832484e-06 -5.3921568e-01
  2.4511712e+00  1.8450065e+00 -5.9147781e-01  3.0346379e-01
  3.5954070e-01  8.2589686e-06  4.4570194e-04 -1.9461881e-04
  5.1703531e-04  1.7844259e-03  9.1509027e-03]",2.8,140,0,140,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.6630045e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -5.4112309e-01
  2.4515526e+00  1.8442435e+00 -5.9529257e-01  2.7828640e-01
  3.2864118e-01 -1.6689301e-06 -8.9221296e-04  4.5754514e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.6401157e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.4036009e-01
  2.4526970e+00  1.8457694e+00 -5.9262228e-01  2.9049364e-01
  3.5038528e-01  1.4934689e-05  4.2607327e-04 -1.9463483e-04
  8.1901508e-04 -8.9221296e-04  4.5754514e-03]",2.82,141,0,141,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.6630045e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.4188603e-01
  2.4511712e+00  1.8438621e+00 -5.9491110e-01  2.9392689e-01
  3.3512628e-01  5.0067902e-06  1.3383194e-03  6.8631768e-03]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  5.6401157e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.3997862e-01
  2.4538414e+00  1.8427176e+00 -5.9681851e-01  2.7676052e-01
  3.3016708e-01  1.4934689e-05  5.0213438e-04 -1.9457644e-04
  8.5676252e-04  1.3383194e-03  6.8631768e-03]",2.84,142,0,142,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.6630045e-01
  1.9073777e-04  5.7221332e-04 -6.9286674e-05 -5.4188603e-01
  2.4511712e+00  1.8442435e+00 -5.9414816e-01  2.9507133e-01
  3.4237429e-01  4.5061111e-05  2.2305322e-03  1.1438628e-02]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.6363010e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.4036009e-01
  2.4523156e+00  1.8427176e+00 -5.9529257e-01  2.7714199e-01
  3.2940415e-01  1.1596829e-05  5.4139172e-04 -1.9453876e-04
  1.0580823e-03  2.2305322e-03  1.1438628e-02]",2.86,143,0,143,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.6630045e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -5.4188603e-01
  2.4511712e+00  1.8442435e+00 -5.9529257e-01  2.9163805e-01
  3.5076678e-01  2.0194426e-04  4.4610648e-04  2.2877257e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  5.6363010e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.4074156e-01
  2.4515526e+00  1.8442435e+00 -5.9338522e-01  2.8095675e-01
  3.3054855e-01  1.4934689e-05  5.7083473e-04 -1.9450551e-04
  1.2090722e-03  4.4610648e-04  2.2877257e-03]",2.88,144,0,144,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  5.6630045e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.4226750e-01
  2.4511712e+00  1.8438621e+00 -6.0559243e-01  2.9163805e-01
  3.5191119e-01  1.8909257e-03  0.0000000e+00 -0.0000000e+00]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  5.6401157e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.4150456e-01
  2.4500268e+00  1.8450065e+00 -5.9109634e-01  2.8744182e-01
  3.4351873e-01  1.7849356e-04  5.1930948e-04 -1.9456101e-04
  9.4483991e-04  0.0000000e+00 -0.0000000e+00]",2.9,145,0,145,0
"[ 9.5368887e-04  1.0469596e+00  5.2243078e-01  5.6591898e-01
  1.9073777e-04  5.7221332e-04 -6.9286674e-05 -5.4226750e-01
  2.4576561e+00  1.8408103e+00 -6.0826278e-01  2.9392689e-01
  3.4084842e-01  3.9837966e-03 -4.4610648e-04 -2.2877257e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  5.6401157e-01
 -2.0981156e-03 -2.4795909e-03  1.5832484e-06 -5.4188603e-01
  2.4500268e+00  1.8442435e+00 -5.9681851e-01  2.8782329e-01
  3.4542611e-01  9.3286112e-04  4.6778421e-04 -1.9460289e-04
  6.8060763e-04 -4.4610648e-04 -2.2877257e-03]",2.92,146,0,146,0
